Internal catalogue id,Name (transliteration),Alternative names,Language,Script,Provenance note,External catalogue ids,Condition,Lines per folio/page,Length (cm),Height (cm),Date of copying,Material,Illustrations,Remarks,Photos available?,Text available?
ochs_000_005_227_asa_dp_no_5199_vajravarahi,vajravārāhī kalpa mahātantra rāja,vajravārāhī kalpa mahātantra rāja,Sanskrit,Newa,ASA Archives,"dp_no: 5199, cd_no: ASK_BL-120, ask_no: bata 68",NA,6,39.0,9.5,NS958,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_228_asa_dp_no_5200_paJcaraksa,paJcarakṣā,paJcarakṣā,Sanskrit,Newa,ASA Archives,"dp_no: 5200, cd_no: ASK_BL-120, ask_no: bata 70",NA,5,31.5,7.5,NS793,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_005_229_asa_dp_no_5201_samvarodaya,"samvarodaya tantra , ityādi","samvarodaya tantra , ityādi",Sanskrit,Newa,ASA Archives,"dp_no: 5201, cd_no: ASK_BL-120, ask_no: bata 79",NA,7 or 14,35.0,12.5,NA,"Paper, coat of HARTALA on one side",NA,NA,yes,no
ochs_000_005_230_asa_dp_no_5202_sarvadurgatiparisodhana,sarvadurgatipariśodhana tantrarāja,sarvadurgatipariśodhana tantrarāja,Sanskrit,Newa,ASA Archives,"dp_no: 5202, cd_no: ASK_BL-120, ask_no: bata 84",NA,5,35.3,8.3,NA,Paper,NA,NA,yes,no
ochs_000_005_231_asa_dp_no_5203_astajanma,aṣṭajanma vyākhyāna kathā,aṣṭajanma vyākhyāna kathā,Newa,Newa,ASA Archives,"dp_no: 5203, cd_no: ASK_BL-120, ask_no: ba-a 1",NA,7,36.0,11.2,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_232_asa_dp_no_5204_astami,aṣṭamī vrata mahākathā,aṣṭamī vrata mahākathā,Newa,Newa,ASA Archives,"dp_no: 5204, cd_no: ASK_BL-120, ask_no: ba-a 6",NA,6,38.7,10.8,NA,"Paper, coat of HARTALA",figures,NA,yes,no
ochs_000_005_233_asa_dp_no_5205_astami,aṣṭamī vrata mahātmya,aṣṭamī vrata mahātmya,Newa,Newa,ASA Archives,"dp_no: 5205, cd_no: ASK_BL-120, ask_no: ba-a 7",NA,7,37.7,10.8,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_234_asa_dp_no_5206_astami,aṣṭamī vrata mahātmya,aṣṭamī vrata mahātmya,Newa,Newa,ASA Archives,"dp_no: 5206, cd_no: ASK_BL-120, ask_no: ba-a 12",NA,8,39.5 and 34.5,11.7,NA,"Paper, coat of HARTALA on back side",figure on 1b and 216b,NA,yes,no
ochs_000_005_235_asa_dp_no_5207_astami,aṣṭamī vrata mahātmya,aṣṭamī vrata mahātmya,Newa,Newa,ASA Archives,"dp_no: 5207, cd_no: ASK_BL-120, ask_no: ba-a 13",NA,7,37.8,10.3,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_236_asa_dp_no_5208_astami,aṣṭamī vrata mahātmya,aṣṭamī vrata mahātmya ( upoṣaḍhavratāvadānamālā ),Newa,Newa,ASA Archives,"dp_no: 5208, cd_no: ASK_BL-120, ask_no: ba-a 14",NA,7,37.3,11.8,NS965,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_237_asa_dp_no_5209_astami,aṣṭamī vrata māhātmya,aṣṭamī vrata māhātmya,Newa,Newa,ASA Archives,"dp_no: 5209, cd_no: ASK_BL-120, ask_no: ba-a 16",NA,7,37.5,10.7,NA,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_005_238_asa_dp_no_5210_srivartta,śrīvarttā,śrīvarttā ( vratā ) vadānamālāyāṃ upoṣaḍha praśaṃsāyāṃ kavi kumāra kathā,Newa,Newa,ASA Archives,"dp_no: 5210, cd_no: ASK_BL-120, ask_no: ba-a 23",NA,7,38.7,11.1,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_239_asa_dp_no_5211_kavikumaravadana,kavikumārāvadāna,kavikumārāvadāna,Newa,Newa,ASA Archives,"dp_no: 5211, cd_no: ASK_BL-120, ask_no: ba-a 24",NA,7,40.2,12.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_240_asa_dp_no_5212_svayambhu,svayambhū purāṇe paJcabuddha utpatti kathā,svayambhū purāṇe paJcabuddha utpatti kathā,Newa,Devanagari,ASA Archives,"dp_no: 5212, cd_no: ASK_BL-120, ask_no: ba-a 31",NA,22,27.8,21.0,NA,"Paper, coat of HARTALA on one side",NA,Style: banded,yes,no
ochs_000_005_241_asa_dp_no_5213_bali,bali rāja,bali rāja (?) ( bauddha myth ),Newa,Newa,ASA Archives,"dp_no: 5213, cd_no: ASK_BL-120, ask_no: ba-a 34",NA,8,38.0,15.5,NA,"Paper, coat of HARTALA on front side & back side",figure on 1b,NA,yes,no
ochs_000_005_242_asa_dp_no_5214_vicitrakarnikavadana,vicitrakarṇikāvadāna,vicitrakarṇikāvadāna,Newa,Devanagari,ASA Archives,"dp_no: 5214, cd_no: ASK_BL-120, ask_no: ba-a 47",NA,11,40.8,20.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_243_asa_dp_no_5215_vicitrakarnikavadana,vicitrakarṇikāvadāna,vicitrakarṇikāvadāna,Newa,Newa,ASA Archives,"dp_no: 5215, cd_no: ASK_BL-120, ask_no: ba-a 49",NA,8,38.0,14.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_244_asa_dp_no_5216_vicitrakarnikavadana,vicitrakarṇikāvadāna,vicitrakarṇikāvadāna (?)*,Newa,Newa,ASA Archives,"dp_no: 5216, cd_no: ASK_BL-120, ask_no: ba-a 51",NA,7,36.2,11.2,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_245_asa_dp_no_5217_visvantaravadana,viśvantarāvadāna,viśvantarāvadāna,Newa,Newa,ASA Archives,"dp_no: 5217, cd_no: ASK_BL-120, ask_no: ba-a 59",NA,7,40.7,12.2,NS988,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_246_asa_dp_no_5218_visvantara,viśvantara rājakumāra vyākhyāna kathā,viśvantara rājakumāra vyākhyāna kathā,Newa,Newa,ASA Archives,"dp_no: 5218, cd_no: ASK_BL-120, ask_no: ba-a 66",NA,10,37.0,16.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_247_asa_dp_no_5219_virakusavadana,vīrakuśāvadāna,vīrakuśāvadāna,Newa,Devanagari,ASA Archives,"dp_no: 5219, cd_no: ASK_BL-120, ask_no: ba-a 72",NA,25-27,33.5,24.7,NA,Paper,NA,Style: banded,yes,no
ochs_000_005_248_asa_dp_no_5220_astami,aṣṭamī vrata mahātmya,aṣṭamī vrata mahātmya ( divyāvadāna uddhṛta ),Newa,Newa,ASA Archives,"dp_no: 5220, cd_no: ASK_BL-120, ask_no: ba-a 76",NA,28-31,32.3,21.2,NS981,Paper,NA,Style: banded,yes,no
ochs_000_005_249_asa_dp_no_5221_manicudavadana,maṇicūḍāvadāna,maṇicūḍāvadāna,Newa,Newa,ASA Archives,"dp_no: 5221, cd_no: ASK_BL-121, ask_no: ba-a 79",NA,22-24,30.8,25.6,NS1008,Paper,NA,Style: banded,yes,no
ochs_000_005_250_asa_dp_no_5222_manicudavadana,maṇicūḍāvadāna,maṇicūḍāvadāna,Newa,Newa,ASA Archives,"dp_no: 5222, cd_no: ASK_BL-121, ask_no: ba-a 81",NA,7,37.5,10.4,NS977,"Paper, coat of HARTALA on back side","figure on 1b , ( buddha )",NA,yes,no
ochs_000_005_251_asa_dp_no_5223_manicudavadana,maṇicūḍāvadāna,"(1) maṇicūḍāvadāna , (2) title unknown ( kathā )",Newa,Newa,ASA Archives,"dp_no: 5223, cd_no: ASK_BL-121, ask_no: ba-a 82",NA,7,40.0,10.3,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_252_asa_dp_no_5224_manicudavadana,maṇicūḍāvadāna,maṇicūḍāvadāna,Newa,Newa,ASA Archives,"dp_no: 5224, cd_no: ASK_BL-121, ask_no: ba-a 83",NA,9,39.0,15.0,NS1018,"Paper, coat of HARTALA on back side",figure,NA,yes,no
ochs_000_005_253_asa_dp_no_5225_mahasattva,mahāsattva uddhārana,"(1) mahāsattva uddhārana , (2) āryāvalokiteśvara purānapoṣṭhaka vidhi",Newa,Newa,ASA Archives,"dp_no: 5225, cd_no: ASK_BL-121, ask_no: ba-a 93",NA,7,38.4,13.0,NS999,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_254_asa_dp_no_5226_sarvarthasiddha,sarvārthasiddha rājakumārāvadāna,sarvārthasiddha rājakumārāvadāna,Newa,Newa,ASA Archives,"dp_no: 5226, cd_no: ASK_BL-121, ask_no: ba-a 104",NA,7,38.8,11.1,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_255_asa_dp_no_5227_simha,siṃha sārtha vāhāvadāna,siṃha sārtha vāhāvadāna,Newa,Newa,ASA Archives,"dp_no: 5227, cd_no: ASK_BL-121, ask_no: ba-a 105",NA,7,38.5,10.8,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_256_asa_dp_no_5228_simha,siṃha sārtha vāhāvadāna,"(1) siṃha sārtha vāhāvadāna , (2) aṣṭamī vrta mahātmye ratnamaya rājakumāra avadāna kathā *",Newa,Newa,ASA Archives,"dp_no: 5228, cd_no: ASK_BL-121, ask_no: ba-a 106",NA,20-24,31.7,24.7,NS1012,Paper,NA,Style: bound book,yes,no
ochs_000_005_257_asa_dp_no_5229_mahavastu,mahāvastu avadāna,mahāvastu avadāna,Sanskrit,Newa,ASA Archives,"dp_no: 5229, cd_no: ASK_BL-121, ask_no: ba-a 15",NA,7,36.2,10.5,YaNa-§ara-khacara,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_258_asa_dp_no_5230_aryavalokitesvara,āryāvalokiteśvara buṃgadyoyā bākhaṃ,āryāvalokiteśvara buṃgadyoyā bākhaṃ,Newa,Devanagari,ASA Archives,"dp_no: 5230, cd_no: ASK_BL-121, ask_no: ba-a 16",NA,22 or 23,34.5,26.0,NA,Paper,NA,Style: banded,yes,no
ochs_000_005_259_asa_dp_no_5231_astami,aṣṭamī brata kathā,aṣṭamī brata kathā ( divyāvadāna ),Newa,Newa,ASA Archives,"dp_no: 5231, cd_no: ASK_BL-121, ask_no: ba-a 19",NA,7,37.7,9.6,NS955,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_005_260_asa_dp_no_5232_visvantara,viśvantara śaJakumārayā bākhaṃ,viśvantara śaJakumārayā bākhaṃ ( vasiṣṭa avadāna ),Newa,Newa,ASA Archives,"dp_no: 5232, cd_no: ASK_BL-121, ask_no: ba-a 130",NA,7,37.3,11.1,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_005_261_asa_dp_no_5233_simhasarthabaha,siṃhasārthabāha,siṃhasārthabāha,Newa,Devanagari,ASA Archives,"dp_no: 5233, cd_no: ASK_BL-121, ask_no: ba-a 131",NA,11,40.3,17.3,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_005_262_asa_dp_no_5234_avadana,avadāna saṃgraha,"avadāna saṃgraha ( (1) maṇicūḍāvadāna , (2) candramāvadāna , (3) viśvantarāvadāna , (4) ajātaśatrudarśanāvadāna , (5) kavīrakumārāvadāna )",Newa,Newa,ASA Archives,"dp_no: 5234, cd_no: ASK_BL-121, ask_no: ba-a 133",NA,35,33.7,20.5,NS1026,Paper,NA,Style: banded,yes,no
ochs_000_005_263_asa_dp_no_5235_avadana,avadāna munā,avadāna munā,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 5235, cd_no: ASK_BL-121, ask_no: ba-a 03",NA,6,35.5,8.7,"NS960, 953, 992","Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_005_264_asa_dp_no_5236_avadana,avadāna śataka,avadāna śataka,Sanskrit,Newa,ASA Archives,"dp_no: 5236, cd_no: ASK_BL-121, ask_no: ba-a 04",NA,9,40.5,12.5,NSripu sara bivaraµ?,"Paper, coat of HARTALA on back side",NA,NA,yes,no
